,PLAYER,FORWARD/BACK,TEAM,POSITION,AGE,CAPS,CLUB/PROVINCE,stat,value
2802,Leon Brown,Forward,Wales,Prop,25,16, Dragons,TACKLES MADE,12
2803,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,TACKLES MADE,27
2804,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,TACKLES MADE,7
2805,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,TACKLES MADE,10
2806,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,TACKLES MADE,13
2807,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,TACKLES MADE,10
2808,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,TACKLES MADE,18
2809,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,TACKLES MADE,21
2810,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,TACKLES MADE,7
2811,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,TACKLES MADE,17
2812,Marco Zanon,Back,Italy,Centre,24,7, Benetton,TACKLES MADE,31
2813,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,TACKLES MADE,29
2814,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,TACKLES MADE,3
2815,Maro Itoje,Forward,England,Lock,27,51,Saracens,TACKLES MADE,39
2816,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,TACKLES MADE,36
2817,Matthis Lebel,Back,France,Wing,22,1, Toulouse,TACKLES MADE,0
2818,Max Malins,Back,England,Fullback,25,10,Saracens,TACKLES MADE,22
2819,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,TACKLES MADE,7
2820,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,TACKLES MADE,5
2821,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,TACKLES MADE,3
2822,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,TACKLES MADE,86
2823,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,TACKLES MADE,8
2824,Monty Ioane,Back,Italy,Wing,27,9, Benetton,TACKLES MADE,23
2825,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,TACKLES MADE,0
2826,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,TACKLES MADE,62
2827,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,TACKLES MADE,1
2828,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,TACKLES MADE,25
2829,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,TACKLES MADE,39
2830,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,TACKLES MADE,2
2831,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,TACKLES MADE,0
2832,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,TACKLES MADE,35
2833,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,TACKLES MADE,45
2834,Paul Willemse,Forward,France,Lock,29,19, Montpellier,TACKLES MADE,47
2835,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,TACKLES MADE,10
2836,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,TACKLES MADE,21
2837,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,TACKLES MADE,5
2838,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,TACKLES MADE,31
2839,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,TACKLES MADE,31
2840,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,TACKLES MADE,7
2841,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,TACKLES MADE,13
2842,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,TACKLES MADE,35
2843,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,TACKLES MADE,14
2844,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,TACKLES MADE,11
2845,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,TACKLES MADE,43
2846,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,TACKLES MADE,7
2847,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,TACKLES MADE,35
2848,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,TACKLES MADE,13
2849,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,TACKLES MADE,46
2850,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,TACKLES MADE,28
2851,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,TACKLES MADE,51
2852,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,TACKLES MADE,41
2853,Sam Underhill,Forward,England,Back row,25,27,Bath,TACKLES MADE,17
2854,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,TACKLES MADE,18
2855,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,TACKLES MADE,13
2856,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,TACKLES MADE,10
2857,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,TACKLES MADE,15
2858,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,TACKLES MADE,13
2859,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,TACKLES MADE,17
2860,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,TACKLES MADE,38
2861,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,TACKLES MADE,35
2862,Taine Basham,Forward,Wales,Back row,22,7, Dragons,TACKLES MADE,46
2863,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,TACKLES MADE,39
2864,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,TACKLES MADE,20
2865,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,TACKLES MADE,1
2866,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,TACKLES MADE,18
2867,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,TACKLES MADE,44
2868,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,TACKLES MADE,33
2869,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,TACKLES MADE,34
2870,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,TACKLES MADE,5
2871,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,TACKLES MADE,28
2872,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,TACKLES MADE,3
2873,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,TACKLES MADE,14
2874,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,TACKLES MADE,49
2875,Will Stuart,Forward,England,Prop,25,15,Bath,TACKLES MADE,25
2876,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,TACKLES MADE,22
2877,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,TACKLES MADE,36
2878,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,TACKLES MADE,10
2879,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,TACKLES MADE,36
2880,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,MISSED TACKLES,1
2881,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,MISSED TACKLES,3
2882,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,MISSED TACKLES,3
2883,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,MISSED TACKLES,1
2884,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,MISSED TACKLES,3
2885,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,MISSED TACKLES,1
2886,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,MISSED TACKLES,7
2887,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,MISSED TACKLES,0
2888,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,MISSED TACKLES,1
2889,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,MISSED TACKLES,1
2890,Andrew Conway,Back,Ireland,Wing,30,27,Munster,MISSED TACKLES,4
2891,Andrew Porter,Forward,Ireland,Prop,26,40,Leinster,MISSED TACKLES,1
2892,Andy Christie,Forward,Scotland,Back row,22,0, Saracens,MISSED TACKLES,0
2893,Ange Capuozzo,Back,Italy,Fullback,22,0, Grenoble,MISSED TACKLES,3
2894,Anthony Jelonch,Forward,France,Back row,25,14, Toulouse,MISSED TACKLES,7
2895,Antoine Dupont,Back,France,Scrum-half,25,35, Toulouse,MISSED TACKLES,4
2896,Ben Carter,Forward,Wales,Lock,21,5, Dragons,MISSED TACKLES,0
2897,Ben Vellacott,Back,Scotland,Scrum-half,26,0, Edinburgh,MISSED TACKLES,2
2898,Ben White,Back,Scotland,Scrum-half,23,0, London Irish,MISSED TACKLES,0
2899,Ben Youngs,Back,England,Scrum-half,32,112,Leicester Tigers,MISSED TACKLES,4
2900,Blair Kinghorn,Back,Scotland,Fullback,25,28, Edinburgh,MISSED TACKLES,1
2901,Braam Steyn,Forward,Italy,Back row,29,46, Benetton,MISSED TACKLES,6
2902,Bradley Roberts,Back,Wales,Hooker,26,1, Ulster,MISSED TACKLES,0
2903,Bundee Aki,Back,Ireland,Centre,31,33,Connacht,MISSED TACKLES,3
2904,Caelan Doris,Forward,Ireland,Back row,23,12,Leinster,MISSED TACKLES,0
2905,Callum Braley,Back,Italy,Scrum-half,27,12, Benetton,MISSED TACKLES,7
2906,Callum Sheedy,Back,Wales,Fly-half,26,13, Bristol Bears,MISSED TACKLES,1
2907,Cameron Redpath,Back,Scotland,Centre,22,1, Bath,MISSED TACKLES,0
2908,Cameron Woki,Forward,France,Back row,23,11, Bordeaux,MISSED TACKLES,4
2909,Charlie Ewels,Forward,England,Lock,26,26,Bath,MISSED TACKLES,0
2910,Cherif Traore,Forward,Italy,Prop,27,12, Benetton,MISSED TACKLES,1
2911,Chris Harris,Back,Scotland,Centre,31,31, Gloucester,MISSED TACKLES,5
2912,Cian Healy,Forward,Ireland,Prop,34,112,Leinster,MISSED TACKLES,4
2913,Conor Murray,Back,Ireland,Scrum-half,32,92,Munster,MISSED TACKLES,1
2914,Courtney Lawes,Forward,England,Lock,32,90,Northampton Saints,MISSED TACKLES,2
2915,Craig Casey,Back,Ireland,Scrum-half,22,4,Munster,MISSED TACKLES,1
2916,Cyril Baille,Forward,France,Prop,28,31, Toulouse,MISSED TACKLES,1
2917,Damian Penaud,Back,France,Wing,25,28, Clermont,MISSED TACKLES,2
2918,Dan Biggar,Back,Wales,Fly-half,32,95, Northampton Saints,MISSED TACKLES,7
2919,Dan Sheehan,Back,Ireland,Hooker,23,2,Leinster,MISSED TACKLES,2
2920,Danilo Fischetti,Forward,Italy,Prop,24,15, Zebre Parma,MISSED TACKLES,8
2921,Darcy Graham,Back,Scotland,Wing,24,22, Edinburgh,MISSED TACKLES,10
2922,Dave Kilcoyne,Forward,Ireland,Prop,33,45,Munster,MISSED TACKLES,4
2923,David Sisi,Forward,Italy,Lock,29,18, Zebre Parma,MISSED TACKLES,1
2924,Demba Bamba,Forward,France,Prop,23,20, Lyon,MISSED TACKLES,1
2925,Dewi Lake,Back,Wales,Hooker,22,0, Ospreys,MISSED TACKLES,3
2926,Dillon Lewis,Forward,Wales,Prop,26,34, Cardiff,MISSED TACKLES,5
2927,Duhan van der Merwe,Back,Scotland,Wing,26,13, Worcester Warriors,MISSED TACKLES,2
2928,Dylan Cretin,Forward,France,Back row,24,13, Lyon,MISSED TACKLES,2
2929,Edoardo Padovani,Back,Italy,Fullback,28,30, Benetton,MISSED TACKLES,9
2930,Elliot Daly,Back,England,Wing,29,52,Saracens,MISSED TACKLES,9
2931,Ellis Genge,Forward,England,Prop,26,31,Leicester Tigers,MISSED TACKLES,5
2932,Ellis Jenkins,Forward,Wales,Back row,28,14, Cardiff,MISSED TACKLES,1
2933,Federico Mori,Back,Italy,Wing,21,11, Bordeaux,MISSED TACKLES,3
2934,Federico Ruzza,Forward,Italy,Lock,27,25, Benetton,MISSED TACKLES,1
2935,Finlay Bealham,Forward,Ireland,Prop,30,18,Connacht,MISSED TACKLES,0
2936,Finn Russell,Back,Scotland,Fly-half,29,58, Racing 92,MISSED TACKLES,5
2937,Francois Cros,Forward,France,Back row,27,11, Toulouse,MISSED TACKLES,4
2938,Fraser Brown,Back,Scotland,Hooker,32,54, Glasgow Warriors,MISSED TACKLES,1
2939,Freddie Steward,Back,England,Fullback,21,5,Leicester Tigers,MISSED TACKLES,6
2940,Gabin Villiere,Back,France,Wing,26,8, Toulon,MISSED TACKLES,2
2941,Gael Fickou,Back,France,Centre,27,66, Racing 92,MISSED TACKLES,5
2942,Gareth Anscombe,Back,Wales,Fly-half,30,29, Ospreys,MISSED TACKLES,1
2943,Gareth Davies,Back,Wales,Scrum-half,31,65, Scarlets,MISSED TACKLES,1
2944,Gareth Thomas,Forward,Wales,Prop,28,5, Ospreys,MISSED TACKLES,3
2945,Garry Ringrose,Back,Ireland,Centre,27,37,Leinster,MISSED TACKLES,7
2946,George Ford,Back,England,Fly-half,28,77,Leicester Tigers,MISSED TACKLES,1
2947,George Furbank,Back,England,Fullback,25,5,Northampton Saints,MISSED TACKLES,3
2948,George Turner,Back,Scotland,Hooker,29,20, Glasgow Warriors,MISSED TACKLES,7
2949,Giacomo Nicotera,Back,Italy,Hooker,25,0, Benetton,MISSED TACKLES,6
2950,Gianmarco Lucchesi,Back,Italy,Hooker,21,8, Benetton,MISSED TACKLES,4
2951,Giosue Zilocchi,Forward,Italy,Prop,25,15, Zebre Parma,MISSED TACKLES,0
2952,Giovanni Pettinelli,Forward,Italy,Back row,25,1, Benetton,MISSED TACKLES,3
2953,Grant Gilchrist,Forward,Scotland,Lock,31,48, Edinburgh,MISSED TACKLES,1
2954,Gregory Alldritt,Forward,France,Back row,24,26, La Rochelle,MISSED TACKLES,7
2955,Hame Faiva,Back,Italy,Hooker,27,1, Benetton /  Rovigo Delta,MISSED TACKLES,0
2956,Hamish Watson,Forward,Scotland,Back row,30,45, Edinburgh,MISSED TACKLES,0
2957,Harry Randall,Back,England,Scrum-half,24,2,Bristol Bears,MISSED TACKLES,2
2958,Henry Slade,Back,England,Centre,28,43,Exeter Chiefs,MISSED TACKLES,6
2959,Hugo Keenan,Back,Ireland,Fullback,25,16,Leinster,MISSED TACKLES,5
2960,Iain Henderson,Forward,Ireland,Lock,29,65,Ulster,MISSED TACKLES,1
2961,Ivan Nemer,Forward,Italy,Prop,23,3, Benetton,MISSED TACKLES,2
2962,Jac Morgan,Forward,Wales,Back row,22,0, Ospreys,MISSED TACKLES,2
2963,Jack Carty,Back,Ireland,Fly-half,29,10,Connacht,MISSED TACKLES,0
2964,Jack Conan,Forward,Ireland,Back row,29,22,Leinster,MISSED TACKLES,2
2965,Jack Nowell,Back,England,Wing,28,34,Exeter Chiefs,MISSED TACKLES,3
2966,James Hume,Back,Ireland,Centre,23,1,Ulster,MISSED TACKLES,0
2967,James Lowe,Back,Ireland,Wing,29,10,Leinster,MISSED TACKLES,2
2968,James Ryan,Forward,Ireland,Lock,25,40,Leinster,MISSED TACKLES,0
2969,Jamie Blamire,Back,England,Hooker,24,5,Newcastle Falcons,MISSED TACKLES,0
2970,Jamie George,Back,England,Hooker,31,61,Saracens,MISSED TACKLES,6
2971,Jamie Hodgson,Forward,Scotland,Lock,23,3, Edinburgh,MISSED TACKLES,0
2972,Jamie Ritchie,Forward,Scotland,Back row,25,31, Edinburgh,MISSED TACKLES,0
2973,Jamison Gibson-Park,Back,Ireland,Scrum-half,29,12,Leinster,MISSED TACKLES,4
2974,Jean-Baptiste Gros,Forward,France,Prop,22,14, Toulon,MISSED TACKLES,0
2975,Joe Launchbury,Forward,England,Lock,30,69,Wasps,MISSED TACKLES,0
2976,Joe Marchant,Back,England,Centre,25,7,Harlequins,MISSED TACKLES,2
2977,Joe Marler,Forward,England,Prop,31,74,Harlequins,MISSED TACKLES,2
2978,Joey Carbery,Back,Ireland,Fly-half,26,27,Munster,MISSED TACKLES,2
2979,Johnny McNicholl,Back,Wales,Fullback,31,8, Scarlets,MISSED TACKLES,1
2980,Johnny Sexton,Back,Ireland,Fly-half,36,101,Leinster,MISSED TACKLES,2
2981,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,MISSED TACKLES,5
2982,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,MISSED TACKLES,1
2983,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,MISSED TACKLES,3
2984,Josh Adams,Back,Wales,Wing,26,35, Cardiff,MISSED TACKLES,6
2985,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,MISSED TACKLES,0
2986,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,MISSED TACKLES,3
2987,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,MISSED TACKLES,5
2988,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,MISSED TACKLES,12
2989,Julien Marchand,Back,France,Hooker,26,16, Toulouse,MISSED TACKLES,2
2990,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,MISSED TACKLES,1
2991,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,MISSED TACKLES,2
2992,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,MISSED TACKLES,2
2993,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,MISSED TACKLES,8
2994,Leon Brown,Forward,Wales,Prop,25,16, Dragons,MISSED TACKLES,0
2995,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,MISSED TACKLES,6
2996,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,MISSED TACKLES,2
2997,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,MISSED TACKLES,3
2998,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,MISSED TACKLES,7
2999,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,MISSED TACKLES,2
3000,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,MISSED TACKLES,2
3001,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,MISSED TACKLES,0
3002,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,MISSED TACKLES,0
3003,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,MISSED TACKLES,0
3004,Marco Zanon,Back,Italy,Centre,24,7, Benetton,MISSED TACKLES,7
3005,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,MISSED TACKLES,6
3006,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,MISSED TACKLES,0
3007,Maro Itoje,Forward,England,Lock,27,51,Saracens,MISSED TACKLES,11
3008,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,MISSED TACKLES,1
3009,Matthis Lebel,Back,France,Wing,22,1, Toulouse,MISSED TACKLES,0
3010,Max Malins,Back,England,Fullback,25,10,Saracens,MISSED TACKLES,4
3011,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,MISSED TACKLES,2
3012,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,MISSED TACKLES,1
3013,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,MISSED TACKLES,0
3014,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,MISSED TACKLES,15
3015,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,MISSED TACKLES,1
3016,Monty Ioane,Back,Italy,Wing,27,9, Benetton,MISSED TACKLES,7
3017,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,MISSED TACKLES,0
3018,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,MISSED TACKLES,4
3019,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,MISSED TACKLES,0
3020,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,MISSED TACKLES,3
3021,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,MISSED TACKLES,9
3022,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,MISSED TACKLES,0
3023,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,MISSED TACKLES,1
3024,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,MISSED TACKLES,5
3025,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,MISSED TACKLES,7
3026,Paul Willemse,Forward,France,Lock,29,19, Montpellier,MISSED TACKLES,8
3027,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,MISSED TACKLES,0
3028,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,MISSED TACKLES,3
3029,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,MISSED TACKLES,1
3030,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,MISSED TACKLES,3
3031,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,MISSED TACKLES,4
3032,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,MISSED TACKLES,1
3033,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,MISSED TACKLES,3
3034,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,MISSED TACKLES,8
3035,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,MISSED TACKLES,2
3036,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,MISSED TACKLES,1
3037,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,MISSED TACKLES,3
3038,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,MISSED TACKLES,2
3039,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,MISSED TACKLES,5
3040,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,MISSED TACKLES,1
3041,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,MISSED TACKLES,3
3042,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,MISSED TACKLES,3
3043,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,MISSED TACKLES,4
3044,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,MISSED TACKLES,2
3045,Sam Underhill,Forward,England,Back row,25,27,Bath,MISSED TACKLES,1
3046,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,MISSED TACKLES,3
3047,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,MISSED TACKLES,1
3048,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,MISSED TACKLES,3
3049,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,MISSED TACKLES,3
3050,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,MISSED TACKLES,7
3051,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,MISSED TACKLES,4
3052,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,MISSED TACKLES,2
3053,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,MISSED TACKLES,3
3054,Taine Basham,Forward,Wales,Back row,22,7, Dragons,MISSED TACKLES,9
3055,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,MISSED TACKLES,1
3056,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,MISSED TACKLES,3
3057,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,MISSED TACKLES,0
3058,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,MISSED TACKLES,3
3059,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,MISSED TACKLES,4
3060,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,MISSED TACKLES,4
3061,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,MISSED TACKLES,7
3062,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,MISSED TACKLES,2
3063,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,MISSED TACKLES,3
3064,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,MISSED TACKLES,1
3065,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,MISSED TACKLES,1
3066,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,MISSED TACKLES,1
3067,Will Stuart,Forward,England,Prop,25,15,Bath,MISSED TACKLES,3
3068,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,MISSED TACKLES,3
3069,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,MISSED TACKLES,1
3070,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,MISSED TACKLES,0
3071,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,MISSED TACKLES,0
3072,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,DOMINANT TACKLES,1
3073,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,DOMINANT TACKLES,2
3074,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,DOMINANT TACKLES,0
3075,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,DOMINANT TACKLES,0
3076,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,DOMINANT TACKLES,2
3077,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,DOMINANT TACKLES,1
3078,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,DOMINANT TACKLES,0
3079,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,DOMINANT TACKLES,0
3080,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,DOMINANT TACKLES,0
3081,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,DOMINANT TACKLES,1
3082,Andrew Conway,Back,Ireland,Wing,30,27,Munster,DOMINANT TACKLES,0
3083,Andrew Porter,Forward,Ireland,Prop,26,40,Leinster,DOMINANT TACKLES,1
3084,Andy Christie,Forward,Scotland,Back row,22,0, Saracens,DOMINANT TACKLES,0
3085,Ange Capuozzo,Back,Italy,Fullback,22,0, Grenoble,DOMINANT TACKLES,0
3086,Anthony Jelonch,Forward,France,Back row,25,14, Toulouse,DOMINANT TACKLES,2
3087,Antoine Dupont,Back,France,Scrum-half,25,35, Toulouse,DOMINANT TACKLES,3
3088,Ben Carter,Forward,Wales,Lock,21,5, Dragons,DOMINANT TACKLES,0
3089,Ben Vellacott,Back,Scotland,Scrum-half,26,0, Edinburgh,DOMINANT TACKLES,0
3090,Ben White,Back,Scotland,Scrum-half,23,0, London Irish,DOMINANT TACKLES,0
3091,Ben Youngs,Back,England,Scrum-half,32,112,Leicester Tigers,DOMINANT TACKLES,0
3092,Blair Kinghorn,Back,Scotland,Fullback,25,28, Edinburgh,DOMINANT TACKLES,0
3093,Braam Steyn,Forward,Italy,Back row,29,46, Benetton,DOMINANT TACKLES,2
3094,Bradley Roberts,Back,Wales,Hooker,26,1, Ulster,DOMINANT TACKLES,0
3095,Bundee Aki,Back,Ireland,Centre,31,33,Connacht,DOMINANT TACKLES,0
3096,Caelan Doris,Forward,Ireland,Back row,23,12,Leinster,DOMINANT TACKLES,2
3097,Callum Braley,Back,Italy,Scrum-half,27,12, Benetton,DOMINANT TACKLES,0
3098,Callum Sheedy,Back,Wales,Fly-half,26,13, Bristol Bears,DOMINANT TACKLES,0
3099,Cameron Redpath,Back,Scotland,Centre,22,1, Bath,DOMINANT TACKLES,0
3100,Cameron Woki,Forward,France,Back row,23,11, Bordeaux,DOMINANT TACKLES,1
3101,Charlie Ewels,Forward,England,Lock,26,26,Bath,DOMINANT TACKLES,0
3102,Cherif Traore,Forward,Italy,Prop,27,12, Benetton,DOMINANT TACKLES,1
3103,Chris Harris,Back,Scotland,Centre,31,31, Gloucester,DOMINANT TACKLES,0
3104,Cian Healy,Forward,Ireland,Prop,34,112,Leinster,DOMINANT TACKLES,0
3105,Conor Murray,Back,Ireland,Scrum-half,32,92,Munster,DOMINANT TACKLES,0
