,PLAYER,FORWARD/BACK,TEAM,POSITION,AGE,CAPS,CLUB/PROVINCE,stat,value,norm_value,stat_category
1829,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,BROKEN TACKLES,7,0.3333333333333333,Attack
1830,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,BROKEN TACKLES,0,0.0,Attack
1831,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,BROKEN TACKLES,3,0.14285714285714285,Attack
1832,Josh Adams,Back,Wales,Wing,26,35, Cardiff,BROKEN TACKLES,14,0.6666666666666666,Attack
1833,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,BROKEN TACKLES,0,0.0,Attack
1834,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,BROKEN TACKLES,1,0.047619047619047616,Attack
1835,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,BROKEN TACKLES,5,0.23809523809523808,Attack
1836,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,BROKEN TACKLES,5,0.23809523809523808,Attack
1837,Julien Marchand,Back,France,Hooker,26,16, Toulouse,BROKEN TACKLES,3,0.14285714285714285,Attack
1838,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,BROKEN TACKLES,1,0.047619047619047616,Attack
1839,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,BROKEN TACKLES,1,0.047619047619047616,Attack
1840,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,BROKEN TACKLES,0,0.0,Attack
1841,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,BROKEN TACKLES,2,0.09523809523809523,Attack
1842,Leon Brown,Forward,Wales,Prop,25,16, Dragons,BROKEN TACKLES,0,0.0,Attack
1843,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,BROKEN TACKLES,3,0.14285714285714285,Attack
1844,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,BROKEN TACKLES,0,0.0,Attack
1845,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,BROKEN TACKLES,3,0.14285714285714285,Attack
1846,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,BROKEN TACKLES,10,0.47619047619047616,Attack
1847,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,BROKEN TACKLES,3,0.14285714285714285,Attack
1848,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,BROKEN TACKLES,5,0.23809523809523808,Attack
1849,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,BROKEN TACKLES,1,0.047619047619047616,Attack
1850,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,BROKEN TACKLES,0,0.0,Attack
1851,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,BROKEN TACKLES,1,0.047619047619047616,Attack
1852,Marco Zanon,Back,Italy,Centre,24,7, Benetton,BROKEN TACKLES,4,0.19047619047619047,Attack
1853,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,BROKEN TACKLES,10,0.47619047619047616,Attack
1854,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,BROKEN TACKLES,4,0.19047619047619047,Attack
1855,Maro Itoje,Forward,England,Lock,27,51,Saracens,BROKEN TACKLES,1,0.047619047619047616,Attack
1856,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,BROKEN TACKLES,7,0.3333333333333333,Attack
1857,Matthis Lebel,Back,France,Wing,22,1, Toulouse,BROKEN TACKLES,0,0.0,Attack
1858,Max Malins,Back,England,Fullback,25,10,Saracens,BROKEN TACKLES,7,0.3333333333333333,Attack
1859,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,BROKEN TACKLES,1,0.047619047619047616,Attack
1860,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,BROKEN TACKLES,9,0.42857142857142855,Attack
1861,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,BROKEN TACKLES,3,0.14285714285714285,Attack
1862,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,BROKEN TACKLES,1,0.047619047619047616,Attack
1863,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,BROKEN TACKLES,0,0.0,Attack
1864,Monty Ioane,Back,Italy,Wing,27,9, Benetton,BROKEN TACKLES,21,1.0,Attack
1865,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,BROKEN TACKLES,0,0.0,Attack
1866,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,BROKEN TACKLES,5,0.23809523809523808,Attack
1867,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,BROKEN TACKLES,0,0.0,Attack
1868,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,BROKEN TACKLES,1,0.047619047619047616,Attack
1869,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,BROKEN TACKLES,3,0.14285714285714285,Attack
1870,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,BROKEN TACKLES,0,0.0,Attack
1871,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,BROKEN TACKLES,0,0.0,Attack
1872,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,BROKEN TACKLES,9,0.42857142857142855,Attack
1873,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,BROKEN TACKLES,3,0.14285714285714285,Attack
1874,Paul Willemse,Forward,France,Lock,29,19, Montpellier,BROKEN TACKLES,1,0.047619047619047616,Attack
1875,Peato Mauvaka,Back,France,Hooker,25,9, Toulouse,BROKEN TACKLES,1,0.047619047619047616,Attack
1876,Peter O'Mahony,Forward,Ireland,Back row,32,79,Munster,BROKEN TACKLES,0,0.0,Attack
1877,Pierre Bruno,Back,Italy,Wing,25,1, Zebre Parma,BROKEN TACKLES,3,0.14285714285714285,Attack
1878,Pierre Schoeman,Forward,Scotland,Prop,27,4, Edinburgh,BROKEN TACKLES,8,0.38095238095238093,Attack
1879,Pietro Ceccarelli,Forward,Italy,Prop,29,17, Brive,BROKEN TACKLES,0,0.0,Attack
1880,Rob Herring,Back,Ireland,Hooker,31,23,Ulster,BROKEN TACKLES,1,0.047619047619047616,Attack
1881,Robbie Henshaw,Back,Ireland,Centre,28,53,Leinster,BROKEN TACKLES,2,0.09523809523809523,Attack
1882,Romain Ntamack,Back,France,Fly-half,22,23, Toulouse,BROKEN TACKLES,4,0.19047619047619047,Attack
1883,Romain Taofifenua,Forward,France,Lock,31,31, Lyon,BROKEN TACKLES,2,0.09523809523809523,Attack
1884,Ronan Kelleher,Back,Ireland,Hooker,24,16,Leinster,BROKEN TACKLES,1,0.047619047619047616,Attack
1885,Rory Darge,Forward,Scotland,Back row,21,0, Glasgow Warriors,BROKEN TACKLES,8,0.38095238095238093,Attack
1886,Rory Sutherland,Forward,Scotland,Prop,29,16, Worcester Warriors,BROKEN TACKLES,0,0.0,Attack
1887,Ross Moriarty,Forward,Wales,Back row,27,49, Cardiff,BROKEN TACKLES,2,0.09523809523809523,Attack
1888,Ryan Baird,Forward,Ireland,Lock,22,6,Leinster,BROKEN TACKLES,2,0.09523809523809523,Attack
1889,Ryan Elias,Back,Wales,Hooker,27,23, Scarlets,BROKEN TACKLES,1,0.047619047619047616,Attack
1890,Sam Johnson,Back,Scotland,Centre,28,21, Glasgow Warriors,BROKEN TACKLES,2,0.09523809523809523,Attack
1891,Sam Simmonds,Forward,England,Back row,27,9,Exeter Chiefs,BROKEN TACKLES,6,0.2857142857142857,Attack
1892,Sam Skinner,Forward,Scotland,Lock,27,15, Exeter Chiefs,BROKEN TACKLES,3,0.14285714285714285,Attack
1893,Sam Underhill,Forward,England,Back row,25,27,Bath,BROKEN TACKLES,0,0.0,Attack
1894,Seb Davies,Forward,Wales,Lock,25,13, Cardiff,BROKEN TACKLES,3,0.14285714285714285,Attack
1895,Sebastian Negri,Forward,Italy,Back row,27,36, Benetton,BROKEN TACKLES,0,0.0,Attack
1896,Sione Tuipulotu,Back,Scotland,Centre,24,1, Glasgow Warriors,BROKEN TACKLES,3,0.14285714285714285,Attack
1897,Stephen Varney,Back,Italy,Scrum-half,20,9, Gloucester,BROKEN TACKLES,1,0.047619047619047616,Attack
1898,Stuart Hogg,Back,Scotland,Fullback,29,88, Exeter Chiefs,BROKEN TACKLES,15,0.7142857142857143,Attack
1899,Stuart McInally,Back,Scotland,Hooker,31,43, Edinburgh,BROKEN TACKLES,0,0.0,Attack
1900,Tadhg Beirne,Forward,Ireland,Lock,30,25,Munster,BROKEN TACKLES,1,0.047619047619047616,Attack
1901,Tadhg Furlong,Forward,Ireland,Prop,29,52,Leinster,BROKEN TACKLES,2,0.09523809523809523,Attack
1902,Taine Basham,Forward,Wales,Back row,22,7, Dragons,BROKEN TACKLES,3,0.14285714285714285,Attack
1903,Taulupe Faletau,Forward,Wales,Back row,31,86, Bath,BROKEN TACKLES,3,0.14285714285714285,Attack
1904,Thibaud Flament,Forward,France,Lock,24,3, Toulouse,BROKEN TACKLES,0,0.0,Attack
1905,Thomas Ramos,Back,France,Fullback,26,14, Toulouse,BROKEN TACKLES,0,0.0,Attack
1906,Tiziano Pasquali,Forward,Italy,Prop,27,21, Benetton,BROKEN TACKLES,0,0.0,Attack
1907,Toa Halafihi,Forward,Italy,Back row,28,0, Benetton,BROKEN TACKLES,3,0.14285714285714285,Attack
1908,Tom Curry,Forward,England,Back row,23,36,Sale Sharks,BROKEN TACKLES,2,0.09523809523809523,Attack
1909,Tomas Francis,Forward,Wales,Prop,29,60, Ospreys,BROKEN TACKLES,0,0.0,Attack
1910,Tommaso Menoncello,Back,Italy,Wing,19,0, Benetton /  F.I.R. Academy,BROKEN TACKLES,0,0.0,Attack
1911,Tomos Williams,Back,Wales,Scrum-half,27,29, Cardiff,BROKEN TACKLES,5,0.23809523809523808,Attack
1912,Uilisi Halaholo,Back,Wales,Centre,31,9, Cardiff,BROKEN TACKLES,0,0.0,Attack
1913,Uini Atonio,Forward,France,Prop,31,39, La Rochelle,BROKEN TACKLES,1,0.047619047619047616,Attack
1914,Will Rowlands,Forward,Wales,Lock,30,13, Dragons,BROKEN TACKLES,0,0.0,Attack
1915,Will Stuart,Forward,England,Prop,25,15,Bath,BROKEN TACKLES,0,0.0,Attack
1916,WP Nel,Forward,Scotland,Prop,35,43, Edinburgh,BROKEN TACKLES,0,0.0,Attack
1917,Wyn Jones,Forward,Wales,Prop,29,38, Scarlets,BROKEN TACKLES,0,0.0,Attack
1918,Yoram Moefana,Back,France,Centre,21,2, Bordeaux,BROKEN TACKLES,3,0.14285714285714285,Attack
1919,Zander Fagerson,Forward,Scotland,Prop,26,42, Glasgow Warriors,BROKEN TACKLES,3,0.14285714285714285,Attack
1920,Aaron Wainwright,Forward,Wales,Back row,24,34, Dragons,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1921,Adam Beard,Forward,Wales,Lock,26,29, Ospreys,KNOCK ONS,0,0.0,Attacking Errors
1922,Adam Hastings,Back,Scotland,Fly-half,25,25, Gloucester,KNOCK ONS,0,0.0,Attacking Errors
1923,Alessandro Fusco,Back,Italy,Scrum-half,22,2, Zebre Parma,KNOCK ONS,0,0.0,Attacking Errors
1924,Alex Cuthbert,Back,Wales,Wing,31,48, Ospreys,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1925,Alex Dombrandt,Forward,England,Back row,24,4,Harlequins,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1926,Ali Price,Back,Scotland,Scrum-half,28,46, Glasgow Warriors,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1927,Allan Dell,Forward,Scotland,Prop,29,32, London Irish,KNOCK ONS,0,0.0,Attacking Errors
1928,Alun Wyn Jones,Forward,Wales,Lock,36,149, Ospreys,KNOCK ONS,0,0.0,Attacking Errors
1929,Andrea Zambonin,Forward,Italy,Lock,21,1, Zebre Parma,KNOCK ONS,0,0.0,Attacking Errors
1930,Andrew Conway,Back,Ireland,Wing,30,27,Munster,KNOCK ONS,0,0.0,Attacking Errors
1931,Andrew Porter,Forward,Ireland,Prop,26,40,Leinster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1932,Andy Christie,Forward,Scotland,Back row,22,0, Saracens,KNOCK ONS,0,0.0,Attacking Errors
1933,Ange Capuozzo,Back,Italy,Fullback,22,0, Grenoble,KNOCK ONS,0,0.0,Attacking Errors
1934,Anthony Jelonch,Forward,France,Back row,25,14, Toulouse,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1935,Antoine Dupont,Back,France,Scrum-half,25,35, Toulouse,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1936,Ben Carter,Forward,Wales,Lock,21,5, Dragons,KNOCK ONS,0,0.0,Attacking Errors
1937,Ben Vellacott,Back,Scotland,Scrum-half,26,0, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
1938,Ben White,Back,Scotland,Scrum-half,23,0, London Irish,KNOCK ONS,0,0.0,Attacking Errors
1939,Ben Youngs,Back,England,Scrum-half,32,112,Leicester Tigers,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1940,Blair Kinghorn,Back,Scotland,Fullback,25,28, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
1941,Braam Steyn,Forward,Italy,Back row,29,46, Benetton,KNOCK ONS,0,0.0,Attacking Errors
1942,Bradley Roberts,Back,Wales,Hooker,26,1, Ulster,KNOCK ONS,0,0.0,Attacking Errors
1943,Bundee Aki,Back,Ireland,Centre,31,33,Connacht,KNOCK ONS,0,0.0,Attacking Errors
1944,Caelan Doris,Forward,Ireland,Back row,23,12,Leinster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1945,Callum Braley,Back,Italy,Scrum-half,27,12, Benetton,KNOCK ONS,0,0.0,Attacking Errors
1946,Callum Sheedy,Back,Wales,Fly-half,26,13, Bristol Bears,KNOCK ONS,0,0.0,Attacking Errors
1947,Cameron Redpath,Back,Scotland,Centre,22,1, Bath,KNOCK ONS,0,0.0,Attacking Errors
1948,Cameron Woki,Forward,France,Back row,23,11, Bordeaux,KNOCK ONS,0,0.0,Attacking Errors
1949,Charlie Ewels,Forward,England,Lock,26,26,Bath,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1950,Cherif Traore,Forward,Italy,Prop,27,12, Benetton,KNOCK ONS,0,0.0,Attacking Errors
1951,Chris Harris,Back,Scotland,Centre,31,31, Gloucester,KNOCK ONS,2,0.6666666666666666,Attacking Errors
1952,Cian Healy,Forward,Ireland,Prop,34,112,Leinster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1953,Conor Murray,Back,Ireland,Scrum-half,32,92,Munster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1954,Courtney Lawes,Forward,England,Lock,32,90,Northampton Saints,KNOCK ONS,0,0.0,Attacking Errors
1955,Craig Casey,Back,Ireland,Scrum-half,22,4,Munster,KNOCK ONS,0,0.0,Attacking Errors
1956,Cyril Baille,Forward,France,Prop,28,31, Toulouse,KNOCK ONS,0,0.0,Attacking Errors
1957,Damian Penaud,Back,France,Wing,25,28, Clermont,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1958,Dan Biggar,Back,Wales,Fly-half,32,95, Northampton Saints,KNOCK ONS,0,0.0,Attacking Errors
1959,Dan Sheehan,Back,Ireland,Hooker,23,2,Leinster,KNOCK ONS,0,0.0,Attacking Errors
1960,Danilo Fischetti,Forward,Italy,Prop,24,15, Zebre Parma,KNOCK ONS,0,0.0,Attacking Errors
1961,Darcy Graham,Back,Scotland,Wing,24,22, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
1962,Dave Kilcoyne,Forward,Ireland,Prop,33,45,Munster,KNOCK ONS,0,0.0,Attacking Errors
1963,David Sisi,Forward,Italy,Lock,29,18, Zebre Parma,KNOCK ONS,0,0.0,Attacking Errors
1964,Demba Bamba,Forward,France,Prop,23,20, Lyon,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1965,Dewi Lake,Back,Wales,Hooker,22,0, Ospreys,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1966,Dillon Lewis,Forward,Wales,Prop,26,34, Cardiff,KNOCK ONS,0,0.0,Attacking Errors
1967,Duhan van der Merwe,Back,Scotland,Wing,26,13, Worcester Warriors,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1968,Dylan Cretin,Forward,France,Back row,24,13, Lyon,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1969,Edoardo Padovani,Back,Italy,Fullback,28,30, Benetton,KNOCK ONS,0,0.0,Attacking Errors
1970,Elliot Daly,Back,England,Wing,29,52,Saracens,KNOCK ONS,0,0.0,Attacking Errors
1971,Ellis Genge,Forward,England,Prop,26,31,Leicester Tigers,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1972,Ellis Jenkins,Forward,Wales,Back row,28,14, Cardiff,KNOCK ONS,0,0.0,Attacking Errors
1973,Federico Mori,Back,Italy,Wing,21,11, Bordeaux,KNOCK ONS,0,0.0,Attacking Errors
1974,Federico Ruzza,Forward,Italy,Lock,27,25, Benetton,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1975,Finlay Bealham,Forward,Ireland,Prop,30,18,Connacht,KNOCK ONS,0,0.0,Attacking Errors
1976,Finn Russell,Back,Scotland,Fly-half,29,58, Racing 92,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1977,Francois Cros,Forward,France,Back row,27,11, Toulouse,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1978,Fraser Brown,Back,Scotland,Hooker,32,54, Glasgow Warriors,KNOCK ONS,0,0.0,Attacking Errors
1979,Freddie Steward,Back,England,Fullback,21,5,Leicester Tigers,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1980,Gabin Villiere,Back,France,Wing,26,8, Toulon,KNOCK ONS,3,1.0,Attacking Errors
1981,Gael Fickou,Back,France,Centre,27,66, Racing 92,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1982,Gareth Anscombe,Back,Wales,Fly-half,30,29, Ospreys,KNOCK ONS,0,0.0,Attacking Errors
1983,Gareth Davies,Back,Wales,Scrum-half,31,65, Scarlets,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1984,Gareth Thomas,Forward,Wales,Prop,28,5, Ospreys,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1985,Garry Ringrose,Back,Ireland,Centre,27,37,Leinster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1986,George Ford,Back,England,Fly-half,28,77,Leicester Tigers,KNOCK ONS,0,0.0,Attacking Errors
1987,George Furbank,Back,England,Fullback,25,5,Northampton Saints,KNOCK ONS,0,0.0,Attacking Errors
1988,George Turner,Back,Scotland,Hooker,29,20, Glasgow Warriors,KNOCK ONS,0,0.0,Attacking Errors
1989,Giacomo Nicotera,Back,Italy,Hooker,25,0, Benetton,KNOCK ONS,0,0.0,Attacking Errors
1990,Gianmarco Lucchesi,Back,Italy,Hooker,21,8, Benetton,KNOCK ONS,0,0.0,Attacking Errors
1991,Giosue Zilocchi,Forward,Italy,Prop,25,15, Zebre Parma,KNOCK ONS,0,0.0,Attacking Errors
1992,Giovanni Pettinelli,Forward,Italy,Back row,25,1, Benetton,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1993,Grant Gilchrist,Forward,Scotland,Lock,31,48, Edinburgh,KNOCK ONS,2,0.6666666666666666,Attacking Errors
1994,Gregory Alldritt,Forward,France,Back row,24,26, La Rochelle,KNOCK ONS,2,0.6666666666666666,Attacking Errors
1995,Hame Faiva,Back,Italy,Hooker,27,1, Benetton /  Rovigo Delta,KNOCK ONS,0,0.0,Attacking Errors
1996,Hamish Watson,Forward,Scotland,Back row,30,45, Edinburgh,KNOCK ONS,1,0.3333333333333333,Attacking Errors
1997,Harry Randall,Back,England,Scrum-half,24,2,Bristol Bears,KNOCK ONS,0,0.0,Attacking Errors
1998,Henry Slade,Back,England,Centre,28,43,Exeter Chiefs,KNOCK ONS,0,0.0,Attacking Errors
1999,Hugo Keenan,Back,Ireland,Fullback,25,16,Leinster,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2000,Iain Henderson,Forward,Ireland,Lock,29,65,Ulster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2001,Ivan Nemer,Forward,Italy,Prop,23,3, Benetton,KNOCK ONS,0,0.0,Attacking Errors
2002,Jac Morgan,Forward,Wales,Back row,22,0, Ospreys,KNOCK ONS,0,0.0,Attacking Errors
2003,Jack Carty,Back,Ireland,Fly-half,29,10,Connacht,KNOCK ONS,0,0.0,Attacking Errors
2004,Jack Conan,Forward,Ireland,Back row,29,22,Leinster,KNOCK ONS,0,0.0,Attacking Errors
2005,Jack Nowell,Back,England,Wing,28,34,Exeter Chiefs,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2006,James Hume,Back,Ireland,Centre,23,1,Ulster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2007,James Lowe,Back,Ireland,Wing,29,10,Leinster,KNOCK ONS,0,0.0,Attacking Errors
2008,James Ryan,Forward,Ireland,Lock,25,40,Leinster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2009,Jamie Blamire,Back,England,Hooker,24,5,Newcastle Falcons,KNOCK ONS,0,0.0,Attacking Errors
2010,Jamie George,Back,England,Hooker,31,61,Saracens,KNOCK ONS,0,0.0,Attacking Errors
2011,Jamie Hodgson,Forward,Scotland,Lock,23,3, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
2012,Jamie Ritchie,Forward,Scotland,Back row,25,31, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
2013,Jamison Gibson-Park,Back,Ireland,Scrum-half,29,12,Leinster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2014,Jean-Baptiste Gros,Forward,France,Prop,22,14, Toulon,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2015,Joe Launchbury,Forward,England,Lock,30,69,Wasps,KNOCK ONS,0,0.0,Attacking Errors
2016,Joe Marchant,Back,England,Centre,25,7,Harlequins,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2017,Joe Marler,Forward,England,Prop,31,74,Harlequins,KNOCK ONS,0,0.0,Attacking Errors
2018,Joey Carbery,Back,Ireland,Fly-half,26,27,Munster,KNOCK ONS,0,0.0,Attacking Errors
2019,Johnny McNicholl,Back,Wales,Fullback,31,8, Scarlets,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2020,Johnny Sexton,Back,Ireland,Fly-half,36,101,Leinster,KNOCK ONS,0,0.0,Attacking Errors
2021,Jonathan Danty,Back,France,Centre,29,11, La Rochelle,KNOCK ONS,3,1.0,Attacking Errors
2022,Jonathan Davies,Back,Wales,Centre,33,93, Scarlets,KNOCK ONS,0,0.0,Attacking Errors
2023,Jonny Gray,Forward,Scotland,Lock,27,64, Exeter Chiefs,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2024,Josh Adams,Back,Wales,Wing,26,35, Cardiff,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2025,Josh Bayliss,Forward,Scotland,Back row,24,2, Bath,KNOCK ONS,0,0.0,Attacking Errors
2026,Josh Navidi,Forward,Wales,Back row,31,28, Cardiff,KNOCK ONS,0,0.0,Attacking Errors
2027,Josh van der Flier,Forward,Ireland,Back row,28,35,Leinster,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2028,Juan Ignacio Brex,Back,Italy,Centre,29,8, Benetton,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2029,Julien Marchand,Back,France,Hooker,26,16, Toulouse,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2030,Kieran Hardy,Back,Wales,Scrum-half,26,8, Scarlets,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2031,Kieran Treadwell,Forward,Ireland,Lock,26,3,Ulster,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2032,Kyle Sinckler,Forward,England,Prop,28,47,Bristol Bears,KNOCK ONS,0,0.0,Attacking Errors
2033,Kyle Steyn,Back,Scotland,Wing,28,3, Glasgow Warriors,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2034,Leon Brown,Forward,Wales,Prop,25,16, Dragons,KNOCK ONS,0,0.0,Attacking Errors
2035,Leonardo Marin,Back,Italy,Fly-half,19,0, Benetton,KNOCK ONS,0,0.0,Attacking Errors
2036,Lewis Ludlam,Forward,England,Back row,26,10,Northampton Saints,KNOCK ONS,0,0.0,Attacking Errors
2037,Liam Williams,Back,Wales,Fullback,30,74, Scarlets,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2038,Louis Rees-Zammit,Back,Wales,Wing,21,12, Gloucester,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2039,Luke Cowan-Dickie,Back,England,Hooker,28,31,Exeter Chiefs,KNOCK ONS,0,0.0,Attacking Errors
2040,Mack Hansen,Back,Ireland,Wing,23,0,Connacht,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2041,Magnus Bradbury,Forward,Scotland,Back row,26,14, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
2042,Manuel Zuliani,Forward,Italy,Back row,21,0, Benetton,KNOCK ONS,0,0.0,Attacking Errors
2043,Marco Fuser,Forward,Italy,Lock,30,36, Newcastle Falcons,KNOCK ONS,0,0.0,Attacking Errors
2044,Marco Zanon,Back,Italy,Centre,24,7, Benetton,KNOCK ONS,0,0.0,Attacking Errors
2045,Marcus Smith,Back,England,Fly-half,22,5,Harlequins,KNOCK ONS,0,0.0,Attacking Errors
2046,Mark Bennett,Back,Scotland,Centre,29,22, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
2047,Maro Itoje,Forward,England,Lock,27,51,Saracens,KNOCK ONS,2,0.6666666666666666,Attacking Errors
2048,Matt Fagerson,Forward,Scotland,Back row,23,17, Glasgow Warriors,KNOCK ONS,0,0.0,Attacking Errors
2049,Matthis Lebel,Back,France,Wing,22,1, Toulouse,KNOCK ONS,0,0.0,Attacking Errors
2050,Max Malins,Back,England,Fullback,25,10,Saracens,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2051,Maxime Lucu,Back,France,Scrum-half,29,2, Bordeaux,KNOCK ONS,0,0.0,Attacking Errors
2052,Melvyn Jaminet,Back,France,Fullback,22,6, Perpignan,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2053,Michael Lowry,Back,Ireland,Fullback,23,0,Ulster,KNOCK ONS,0,0.0,Attacking Errors
2054,Michele Lamaro,Forward,Italy,Back row,23,10, Benetton,KNOCK ONS,0,0.0,Attacking Errors
2055,Mohamed Haouas,Forward,France,Prop,27,13, Montpellier,KNOCK ONS,0,0.0,Attacking Errors
2056,Monty Ioane,Back,Italy,Wing,27,9, Benetton,KNOCK ONS,0,0.0,Attacking Errors
2057,Nic Dolly,Back,England,Hooker,22,1,Leicester Tigers,KNOCK ONS,0,0.0,Attacking Errors
2058,Niccolo Cannone,Forward,Italy,Lock,23,15, Benetton,KNOCK ONS,0,0.0,Attacking Errors
2059,Nick Haining,Forward,Scotland,Back row,31,10, Edinburgh,KNOCK ONS,0,0.0,Attacking Errors
2060,Nick Isiekwe,Forward,England,Lock,23,3,Saracens,KNOCK ONS,1,0.3333333333333333,Attacking Errors
2061,Nick Tompkins,Back,Wales,Centre,26,16, Saracens,KNOCK ONS,0,0.0,Attacking Errors
2062,Oli Kebble,Forward,Scotland,Prop,29,11, Glasgow Warriors,KNOCK ONS,0,0.0,Attacking Errors
2063,Ollie Chessum,Forward,England,Lock,21,0,Leicester Tigers,KNOCK ONS,0,0.0,Attacking Errors
2064,Owen Watkin,Back,Wales,Centre,25,26, Ospreys,KNOCK ONS,0,0.0,Attacking Errors
2065,Paolo Garbisi,Back,Italy,Fly-half,21,13, Montpellier,KNOCK ONS,1,0.3333333333333333,Attacking Errors
